id	year	month	day	hour	minute	sex	age	handedness	message_viewing_time	block	trial_num	trial_initiation_time	fixation_duration	cue_modality	cue_location	target_location	target_modality	target_response_key	target_response_rt	pre_target_response	feedback_response	recalibration	blink	saccade	biggest_small_saccade	critical_blink	critical_saccade
p03	2015	07	02	14	35	f	21	l	23.935301691	3	116	0.401232625009	0.656635583341	tactile	right	left	tactile	NA	264.322728384	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
p03	2015	07	02	14	35	f	21	l	23.935301691	3	117	0.414919250004	1.11441926205	tactile	left	left	tactile	NA	332.550535619	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
p03	2015	07	02	14	35	f	21	l	23.935301691	3	118	0.458064965962	1.06266490685	visual	left	right	tactile	NA	853.960733803	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	FALSE	TRUE
p03	2015	07	02	14	35	f	21	l	23.935301691	3	119	0.458212942991	1.44428671753	visual	left	left	tactile	NA	269.71325418	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
p03	2015	07	02	14	35	f	21	l	23.935301691	3	120	3.13080727798	0.98120126002	tactile	left	right	visual	NA	336.54641069	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
p03	2015	07	02	14	35	f	21	l	8.87358351803	3	121	3.91823799204	1.14296138927	tactile	right	right	tactile	NA	415.672237403	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	TRUE
p03	2015	07	02	14	35	f	21	l	8.87358351803	3	122	0.539608355961	1.45568933301	visual	right	right	tactile	NA	290.294543607	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	FALSE	TRUE
p03	2015	07	02	14	35	f	21	l	8.87358351803	3	123	0.428212031024	1.09104350137	tactile	right	catch	visual	NA	NA	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
p03	2015	07	02	14	35	f	21	l	8.87358351803	3	124	1.23972831602	1.36010909949	visual	left	left	tactile	NA	226.249612169	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
p03	2015	07	02	14	35	f	21	l	8.87358351803	3	125	1.132068437	0.640671806639	tactile	left	catch	tactile	NA	NA	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
p03	2015	07	02	14	35	f	21	l	8.87358351803	3	126	0.901926658989	1.01451231819	visual	right	left	tactile	NA	229.600909515	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
p03	2015	07	02	14	35	f	21	l	8.87358351803	3	127	0.401641256991	1.24496722087	visual	left	left	tactile	NA	291.971686762	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
p03	2015	07	02	14	35	f	21	l	8.87358351803	3	128	0.507032832014	1.33006021457	visual	left	catch	tactile	NA	485.745299142	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	FALSE	TRUE
p03	2015	07	02	14	35	f	21	l	8.87358351803	3	129	0.564267729991	1.44316895727	visual	right	left	visual	NA	394.598103419	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	FALSE	TRUE
p03	2015	07	02	14	35	f	21	l	8.87358351803	3	130	0.409646071028	0.699520911386	visual	left	right	visual	NA	270.294193295	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	FALSE	TRUE
p03	2015	07	02	14	35	f	21	l	8.87358351803	3	131	2.61685509898	1.40608409701	visual	right	right	visual	NA	366.305743693	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
p03	2015	07	02	14	35	f	21	l	8.87358351803	3	132	0.400831628009	1.29444572626	visual	left	left	visual	NA	357.949491357	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	FALSE	TRUE
p03	2015	07	02	14	35	f	21	l	8.87358351803	3	133	0.409589275951	1.28817500851	tactile	right	right	visual	NA	226.881040144	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
p03	2015	07	02	14	35	f	21	l	8.87358351803	3	134	0.399597830023	0.725462581712	visual	left	left	tactile	NA	316.139255941	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	TRUE
p03	2015	07	02	14	35	f	21	l	8.87358351803	3	135	3.32239491801	1.45281457873	visual	right	left	tactile	NA	164.71848893	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
p03	2015	07	02	14	35	f	21	l	8.87358351803	3	136	0.400446740037	0.931833655754	visual	right	right	tactile	NA	353.668534895	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	FALSE	TRUE
p03	2015	07	02	14	35	f	21	l	8.87358351803	3	137	1.17621392501	1.04536971379	visual	left	right	tactile	NA	71.0531558725	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	FALSE	TRUE
p03	2015	07	02	14	35	f	21	l	8.87358351803	3	138	3.02341020998	0.991469794816	visual	left	right	tactile	NA	99.0414938424	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	FALSE	TRUE
p03	2015	07	02	14	35	f	21	l	8.87358351803	3	139	0.577261067985	0.676318797295	tactile	right	left	tactile	NA	318.601722363	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	FALSE	TRUE
p03	2015	07	02	14	35	f	21	l	8.87358351803	3	140	0.395689308003	0.632488422035	visual	right	left	visual	NA	293.404108612	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
p03	2015	07	02	14	35	f	21	l	8.87358351803	3	141	1.70740751404	1.36454700717	tactile	right	catch	visual	NA	NA	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	FALSE	TRUE
p03	2015	07	02	14	35	f	21	l	8.87358351803	3	142	1.101310845	0.788136387772	visual	left	right	visual	NA	247.15973885	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
p03	2015	07	02	14	35	f	21	l	8.87358351803	3	143	1.17881610902	1.07267978113	tactile	right	left	visual	NA	314.240145555	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
p03	2015	07	02	14	35	f	21	l	8.87358351803	3	144	2.81198886503	0.775315649848	tactile	left	right	visual	NA	25.187890802	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	FALSE	TRUE
p03	2015	07	02	14	35	f	21	l	8.87358351803	3	145	1.55951797595	0.8474700478	visual	left	left	visual	NA	398.660347855	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
p03	2015	07	02	14	35	f	21	l	8.87358351803	3	146	0.482525405998	1.16951244546	visual	right	left	tactile	NA	141.450047202	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
p03	2015	07	02	14	35	f	21	l	8.87358351803	3	147	0.397713305021	1.08784868584	tactile	left	left	visual	voice	NA	TRUE	FALSE	FALSE	FALSE	TRUE	0	FALSE	FALSE	FALSE
p03	2015	07	02	14	35	f	21	l	8.87358351803	3	148	0.875253443955	1.0341625725	tactile	right	right	visual	NA	302.081316186	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
p03	2015	07	02	14	35	f	21	l	8.87358351803	3	149	1.15027540096	0.520626286289	tactile	left	left	tactile	NA	223.700822389	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
p03	2015	07	02	14	35	f	21	l	8.87358351803	3	150	0.400035750004	1.14185507615	tactile	left	catch	visual	NA	14.1948945238	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	FALSE	TRUE
p03	2015	07	02	14	35	f	21	l	8.87358351803	3	151	0.990607134008	1.38875212919	visual	right	left	tactile	NA	232.615683461	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	FALSE	TRUE
p03	2015	07	02	14	35	f	21	l	8.87358351803	3	152	0.400406184024	1.16984925309	visual	left	catch	tactile	NA	172.76157561	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	TRUE
p03	2015	07	02	14	35	f	21	l	8.87358351803	3	153	2.18660937302	0.740771030629	visual	left	left	tactile	NA	247.030581988	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	TRUE
p03	2015	07	02	14	35	f	21	l	8.87358351803	3	154	0.398820915958	0.639607601615	tactile	right	right	tactile	NA	121.444691031	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	FALSE	TRUE
p03	2015	07	02	14	35	f	21	l	8.87358351803	3	155	1.69546751201	0.821071818279	tactile	left	right	visual	NA	313.014230342	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	TRUE
p03	2015	07	02	14	35	f	21	l	8.87358351803	3	156	2.55764783296	0.655694247676	visual	left	left	visual	NA	147.687870951	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	FALSE	TRUE
p03	2015	07	02	14	35	f	21	l	8.87358351803	3	157	2.793222423	0.862726194723	tactile	right	left	tactile	NA	261.439990893	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
p03	2015	07	02	14	35	f	21	l	8.87358351803	3	158	2.89523083105	1.19857280448	tactile	right	left	visual	NA	519.597735198	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	FALSE	TRUE
p03	2015	07	02	14	35	f	21	l	8.87358351803	3	159	0.503925352008	1.01610004376	tactile	right	left	visual	NA	363.733563921	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
p03	2015	07	02	14	35	f	21	l	8.87358351803	3	160	0.407580528001	1.32556617787	tactile	right	catch	tactile	NA	181.048949773	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	FALSE	TRUE
